consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse_2.x,startMouse_2.y,startMouse_2.leftButton,startMouse_2.midButton,startMouse_2.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,presented_this_ori,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,pauseMouse.x,pauseMouse.y,pauseMouse.leftButton,pauseMouse.midButton,pauseMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,pauseMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
,,,,,,,,,,,,,,,,,,,,,,28.88888889,64,20,75,61.88888889,2.111111111,2.111111111,-28.11111111,0.446987847,-0.337434896,1,0,0,8.6684,submitButton,-0.284605035,-0.402061632,0,0,0,1,12,72,48,1,64,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-46.66666667,71,20,75,138.3333333,67.33333333,67.33333333,48.33333333,0.20734375,-0.277174479,1,0,0,1.4329,submitButton,0.018528646,-0.16640625,0,0,0,1,13,73,55,1,71,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-50,-51,20,75,-122,71,71,-212,0.349279514,-0.270720486,1,0,0,1.1165,submitButton,0.246232639,-0.417243924,1,0,0,1,14,74,35,1,51,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,pause_continueButton,,,,,,
,,,,,,,,,,,,,,,,,,,,,,43.33333333,-42,20,75,-25.66666667,16.33333333,16.33333333,-115.6666667,-0.231263021,-0.398784722,1,0,0,1.1836,submitButton,-0.231818576,-0.399340278,0,0,0,1,15,75,26,1,42,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,37.22222222,38,20,75,196.2222222,21.77777778,21.77777778,106.2222222,0.180976562,-0.279930556,1,0,0,7.6497,submitButton,-0.390924479,-0.406892361,0,0,0,1,16,76,22,1,38,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,45,-37,20,75,25,62,62,-65,0.36108941,-0.304348958,1,0,0,1.9505,submitButton,-0.324939236,-0.400373264,0,0,0,1,17,77,21,1,37,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-52.77777778,-65,20,75,-77.77777778,12.77777778,12.77777778,-167.7777778,-0.315390625,-0.383420139,1,0,0,1.3344,submitButton,-0.360481771,-0.436397569,0,0,0,1,18,78,49,1,65,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,31.66666667,-17,20,75,126.6666667,36.33333333,36.33333333,36.66666667,0.24266059,-0.312426215,1,0,0,4.2663,submitButton,-0.358402778,-0.396497396,0,0,0,1,19,79,1,1,17,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60.55555556,66,20,75,301.5555556,55.55555556,55.55555556,211.5555556,0.1996875,-0.288255208,1,0,0,0.7666,submitButton,0.059782986,-0.435052083,0,0,0,1,20,80,50,1,66,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-32.22222222,-68,20,75,-54.22222222,13.77777778,13.77777778,-144.2222222,-0.367868924,-0.414908854,1,0,0,1.3998,submitButton,-0.352395833,-0.420611979,0,0,0,1,21,81,52,1,68,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,36.66666667,69,20,75,221.6666667,27.33333333,27.33333333,131.6666667,0.193802083,-0.30655816,1,0,0,1.0327,submitButton,-0.348710937,-0.403888889,0,0,0,1,22,82,53,1,69,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,62.77777778,-31,20,75,128.7777778,20.22222222,20.22222222,38.77777778,-0.184184028,-0.430811632,1,0,0,2.1162,submitButton,-0.178546007,-0.411302083,0,0,0,1,23,83,15,1,31,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,55.55555556,61,20,75,228.5555556,12.44444444,12.44444444,138.5555556,0.204357639,-0.3221875,1,0,0,1.7334,submitButton,0.041918403,-0.393506944,0,0,0,1,24,84,45,1,61,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-38.88888889,-28,20,75,47.11111111,75.11111111,75.11111111,-42.88888889,0.160807292,-0.317981771,1,0,0,7.7655,submitButton,-0.274496528,-0.380321181,0,0,0,1,25,85,12,1,28,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-27.22222222,-75,20,75,-67.22222222,7.777777778,7.777777778,-157.2222222,0.153854167,-0.300447049,1,0,0,0.0326,submitButton,-0.335989583,-0.499978299,0,0,0,1,26,86,59,1,75,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,36.66666667,41,20,75,39.66666667,1.333333333,1.333333333,-50.33333333,-0.313997396,-0.407530382,1,0,0,1.3006,submitButton,-0.313997396,-0.408085937,0,0,0,1,27,87,25,1,41,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,66.11111111,-40,20,75,-34.88888889,5.111111111,5.111111111,-124.8888889,0.381501736,-0.267387153,1,0,0,1.9822,submitButton,0.047473958,-0.198389757,0,0,0,1,28,88,24,1,40,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-22.22222222,59,20,75,44.77777778,14.22222222,14.22222222,-45.22222222,0.414565972,-0.286150174,1,0,0,0.2843,submitButton,0.553997396,-0.414383681,1,0,0,1,29,89,43,1,59,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,pause_continueButton,,,,,,
,,,,,,,,,,,,,,,,,,,,,,33.33333333,-53,20,75,-19.66666667,33.33333333,33.33333333,-109.6666667,-0.180086806,-0.378936632,1,0,0,1.5832,submitButton,0.10687934,-0.391631944,0,0,0,1,30,90,37,1,53,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,51.11111111,44,20,75,215.1111111,8.888888889,8.888888889,125.1111111,-0.367243924,-0.419926215,1,0,0,3.1334,submitButton,-0.367243924,-0.419926215,0,0,0,1,31,91,28,1,44,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,48.88888889,-39,20,75,-37.11111111,1.888888889,1.888888889,-127.1111111,0.390694444,-0.314765625,1,0,0,0.7179,submitButton,0.053619792,-0.499978299,0,0,0,1,32,92,23,1,39,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,25.55555556,-29,20,75,19.55555556,48.55555556,48.55555556,-70.44444444,0.204071181,-0.3075,1,0,0,1.9835,submitButton,-0.573003472,-0.383515625,0,0,0,1,33,93,13,1,29,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,55.55555556,19,20,75,35.55555556,16.55555556,16.55555556,-54.44444444,0.419431424,-0.318116319,1,0,0,0.2663,submitButton,-0.159596354,-0.415516493,0,0,0,1,34,94,3,1,19,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-27.77777778,72,20,75,82.22222222,10.22222222,10.22222222,-7.777777778,0.124140625,-0.283849826,0,0,1,0.5169,submitButton,-0.289079861,-0.411414931,0,0,1,1,35,95,56,1,72,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-73.88888889,-43,20,75,-70.88888889,27.88888889,27.88888889,-160.8888889,0.210091146,-0.296241319,1,0,1,7.1331,submitButton,-0.225794271,-0.409934896,0,0,1,1,36,96,27,1,43,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,57.77777778,58,20,75,40.77777778,17.22222222,17.22222222,-49.22222222,0.429210069,-0.312695312,1,0,1,2.7334,submitButton,-0.231944444,-0.398307292,0,0,1,1,37,97,42,1,58,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-27.22222222,26,20,75,81.77777778,55.77777778,55.77777778,-8.222222222,0.168320313,-0.320442708,1,0,1,1.9495,submitButton,-0.346983507,-0.407708333,0,0,1,1,38,98,10,1,26,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-57.77777778,18,20,75,41.22222222,23.22222222,23.22222222,-48.77777778,0.262309028,-0.31953125,1,0,1,11.5991,submitButton,-0.363945313,-0.40233941,0,0,1,1,39,99,2,1,18,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-73.88888889,-20,20,75,-54.88888889,34.88888889,34.88888889,-144.8888889,-0.191362847,-0.389014757,1,0,1,0.9009,submitButton,-0.191362847,-0.38875434,0,0,1,1,40,100,4,1,20,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,21.66666667,56,20,75,43.66666667,12.33333333,12.33333333,-46.33333333,-0.258463542,-0.439505208,1,0,1,1.8673,submitButton,-0.2534375,-0.379292535,0,0,1,1,41,101,40,1,56,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-44.44444444,45,20,75,41.55555556,3.444444444,3.444444444,-48.44444444,-0.343068576,-0.418923611,1,0,1,0.85,submitButton,-0.343068576,-0.418368056,0,0,1,1,42,102,29,1,45,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,49.44444444,57,20,75,231.4444444,5.555555556,5.555555556,141.4444444,-0.426362847,-0.388355035,1,0,1,3.8165,submitButton,-0.426362847,-0.388355035,0,0,1,1,43,103,41,1,57,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,64.44444444,-63,20,75,-34.55555556,28.44444444,28.44444444,-124.5555556,-0.39578125,-0.403506944,1,0,1,1.15,submitButton,0.188359375,-0.390251736,1,0,1,1,44,104,47,1,63,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,pause_continueButton,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-70,70,20,75,49,21,21,-41,-0.298155382,-0.430256076,1,0,1,0.7835,submitButton,-0.025351563,-0.330581597,0,0,1,1,45,105,54,1,70,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-20,55,20,75,41,14,14,-49,-0.214605035,-0.380512153,1,0,1,1.9163,submitButton,-0.214049479,-0.381623264,0,0,1,1,46,106,39,1,55,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,58.88888889,-25,20,75,-27.11111111,2.111111111,2.111111111,-117.1111111,-0.234800347,-0.419014757,1,0,1,1.7666,submitButton,-0.234800347,-0.419014757,0,0,1,1,47,107,9,1,25,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,22.22222222,34,20,75,56.22222222,22.22222222,22.22222222,-33.77777778,-0.339561632,-0.414010417,1,0,1,0.4501,submitButton,-0.339561632,-0.414010417,0,0,1,1,48,108,18,1,34,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,70.55555556,35,20,75,212.5555556,2.444444444,2.444444444,122.5555556,-0.237617187,-0.400980903,1,0,1,3.6661,submitButton,-0.237061632,-0.403203125,0,0,1,1,49,109,19,1,35,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-65.55555556,-46,20,75,-238.5555556,12.55555556,12.55555556,-328.5555556,-0.514105903,-0.404314236,1,0,1,2.7499,submitButton,-0.514105903,-0.403758681,0,0,1,1,50,110,30,1,46,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-39.44444444,67,20,75,58.55555556,8.444444444,8.444444444,-31.44444444,0.176592882,-0.304900174,1,0,1,0.6827,submitButton,-0.287269965,-0.375733507,0,0,1,1,51,111,51,1,67,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,66.11111111,27,20,75,127.1111111,79.88888889,79.88888889,37.11111111,-0.243255208,-0.38375434,1,0,1,1.9006,submitButton,-0.243255208,-0.384309896,0,0,1,1,52,112,11,1,27,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-65.55555556,-36,20,75,-238.5555556,22.55555556,22.55555556,-328.5555556,-0.346953125,-0.413263889,1,0,1,2.8333,submitButton,-0.346953125,-0.413263889,0,0,1,1,53,113,20,1,36,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,22.77777778,54,20,75,51.77777778,2.222222222,2.222222222,-38.22222222,-0.166623264,-0.405065104,1,0,1,1.5984,submitButton,-0.166623264,-0.405065104,0,0,1,1,54,114,38,1,54,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,48.88888889,52,20,75,223.8888889,8.111111111,8.111111111,133.8888889,-0.330828993,-0.398645833,1,0,1,3.2501,submitButton,-0.330273437,-0.399249132,0,0,1,1,55,115,36,1,52,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,34.44444444,30,20,75,52.44444444,22.44444444,22.44444444,-37.55555556,-0.229835069,-0.424674479,1,0,1,2.0982,submitButton,-0.229835069,-0.424118924,0,0,1,1,56,116,14,1,30,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,51.66666667,-33,20,75,-25.33333333,7.666666667,7.666666667,-115.3333333,-0.349700521,-0.407434896,1,0,1,1.1003,submitButton,-0.349700521,-0.40687934,0,0,1,1,57,117,17,1,33,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-26.66666667,50,20,75,-34.66666667,84.66666667,84.66666667,-124.6666667,-0.295390625,-0.411475694,1,0,1,1.3172,submitButton,-0.295390625,-0.410920139,0,0,1,1,58,118,34,1,50,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,52.22222222,48,20,75,252.2222222,24.22222222,24.22222222,162.2222222,-0.215399306,-0.410117187,1,0,1,4.1334,submitButton,0.301176215,-0.402743056,1,0,1,1,59,119,32,1,48,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,pause_continueButton,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-42.77777778,16,20,75,31.22222222,15.22222222,15.22222222,-58.77777778,-0.20859809,-0.429613715,1,0,1,1.733,submitButton,-0.20703125,-0.411631944,0,0,1,2,0,120,0,1,16,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,37.77777778,-34,20,75,-44.22222222,10.22222222,10.22222222,-134.2222222,-0.5665625,-0.381059028,1,0,1,1,submitButton,-0.566006944,-0.379752604,0,0,1,2,1,121,18,1,34,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,22.22222222,-53,20,75,-59.77777778,6.777777778,6.777777778,-149.7777778,-0.22437066,-0.445299479,1,0,1,0.9673,submitButton,-0.22437066,-0.422178819,0,0,1,2,2,122,37,1,53,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-25,39,20,75,-45,84,84,-135,-0.208641493,-0.403272569,1,0,1,2.933,submitButton,-0.026128472,-0.346219618,0,0,1,2,3,123,23,1,39,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-57.22222222,54,20,75,44.77777778,9.222222222,9.222222222,-45.22222222,-0.256388889,-0.425026042,1,0,1,0.7989,submitButton,-0.254396701,-0.423333333,0,0,1,2,4,124,38,1,54,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-27.22222222,-44,20,75,-49.22222222,5.222222222,5.222222222,-139.2222222,-0.210585937,-0.408398437,1,0,1,1.0001,submitButton,-0.210069444,-0.409092882,0,0,1,2,5,125,28,1,44,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-47.77777778,50,20,75,55.22222222,5.222222222,5.222222222,-34.77777778,-0.210998264,-0.428541667,1,0,1,1.0505,submitButton,0.030598958,-0.425355903,0,0,1,2,6,126,34,1,50,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,43.88888889,-63,20,75,-49.11111111,13.88888889,13.88888889,-139.1111111,-0.32999566,-0.419856771,1,0,1,0.4338,submitButton,-0.318819444,-0.416432292,0,0,1,2,7,127,47,1,63,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,28.88888889,28,20,75,227.8888889,19.88888889,19.88888889,137.8888889,-0.467877604,-0.401137153,1,0,1,2.4493,submitButton,-0.457096354,-0.400876736,0,0,1,2,8,128,12,1,28,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-63.88888889,-64,20,75,-238.8888889,5.111111111,5.111111111,-328.8888889,-0.543975694,-0.389383681,1,0,1,2.4509,submitButton,-0.542313368,-0.390234375,0,0,1,2,9,129,48,1,64,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-21.66666667,-56,20,75,-54.66666667,1.333333333,1.333333333,-144.6666667,-0.261888021,-0.390516493,1,0,1,1.3334,submitButton,-0.261888021,-0.391072049,0,0,1,2,10,130,40,1,56,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-67.22222222,-52,20,75,-50.22222222,1.777777778,1.777777778,-140.2222222,-0.408693576,-0.408515625,1,0,1,1.7838,submitButton,-0.408693576,-0.408515625,0,0,1,2,11,131,36,1,52,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-47.77777778,-60,20,75,-35.77777778,24.22222222,24.22222222,-125.7777778,-0.47093316,-0.411914063,1,0,1,1.8837,submitButton,-0.472265625,-0.411662326,0,0,1,2,12,132,44,1,60,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-70.55555556,-49,20,75,-46.55555556,2.444444444,2.444444444,-136.5555556,-0.234717882,-0.399973958,1,0,1,2.7846,submitButton,-0.234717882,-0.399418403,0,0,1,2,13,133,33,1,49,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,34.44444444,25,20,75,37.44444444,12.44444444,12.44444444,-52.55555556,-0.413302951,-0.400694444,1,0,1,0.9655,submitButton,0.270907118,-0.416901042,1,0,1,2,14,134,9,1,25,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,pause_continueButton,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-27.77777778,57,20,75,45.22222222,11.77777778,11.77777778,-44.77777778,-0.110863715,-0.415855035,1,0,1,1.1003,submitButton,-0.110863715,-0.415855035,0,0,1,2,15,135,41,1,57,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,63.33333333,-75,20,75,-54.66666667,20.33333333,20.33333333,-144.6666667,-0.291740451,-0.480390625,1,0,1,3.5661,submitButton,-0.292695313,-0.423506944,0,0,1,2,16,136,59,1,75,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-27.77777778,-61,20,75,-53.77777778,7.222222222,7.222222222,-143.7777778,-0.398203125,-0.459275174,1,0,1,3.85,submitButton,-0.40343316,-0.423980035,0,0,1,2,17,137,45,1,61,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-38.33333333,-45,20,75,-50.33333333,5.333333333,5.333333333,-140.3333333,-0.265846354,-0.431896701,1,0,1,0.8333,submitButton,-0.264257813,-0.4071875,0,0,1,2,18,138,29,1,45,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-70,-51,20,75,-49,2,2,-139,-0.272530382,-0.426857639,1,0,1,1.2495,submitButton,-0.271458333,-0.426302083,0,0,1,2,19,139,35,1,51,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-42.22222222,-26,20,75,-40.22222222,14.22222222,14.22222222,-130.2222222,-0.227864583,-0.410928819,1,0,1,0.6327,submitButton,-0.22734375,-0.410655382,0,0,1,2,20,140,10,1,26,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,53.88888889,37,20,75,59.88888889,22.88888889,22.88888889,-30.11111111,-0.167513021,-0.419006076,1,0,1,0.968,submitButton,-0.167513021,-0.419817708,0,0,1,2,21,141,21,1,37,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,51.11111111,-24,20,75,146.1111111,9.888888889,9.888888889,56.11111111,-0.364418403,-0.402296007,1,0,1,2.25,submitButton,-0.364162326,-0.402296007,0,0,1,2,22,142,8,1,24,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-59.44444444,42,20,75,41.55555556,0.444444444,0.444444444,-48.44444444,-0.206783854,-0.388376736,1,0,1,1.2495,submitButton,-0.205672743,-0.388932292,0,0,1,2,23,143,26,1,42,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,25.55555556,67,20,75,238.5555556,8.444444444,8.444444444,148.5555556,-0.251814236,-0.404140625,1,0,1,2.6664,submitButton,-0.25078559,-0.404696181,0,0,1,2,24,144,51,1,67,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-22.22222222,-27,20,75,51.77777778,78.77777778,78.77777778,-38.22222222,-0.123563368,-0.409965278,1,0,1,1.6833,submitButton,0.361232639,-0.141510417,0,0,1,2,25,145,11,1,27,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,26.66666667,38,20,75,38.66666667,0.666666667,0.666666667,-51.33333333,-0.319344618,-0.389952257,1,0,1,0.917,submitButton,-0.315052083,-0.390525174,0,0,1,2,26,146,22,1,38,67417,1,180,2022-02-10_08h29.01.418,orientation adjustment 1,2021.2.3,MacIntel,60.0024001,,,,,,,
